Pokedex_ID,Name,HP,Attack,Defense,SpAtk,SpDef,Speed,Total_Stats,Bug,Dark,Dragon,Electric,Fairy,Fighting,Fire,Flying,Ghost,Grass,Ground,Ice,Normal,Poison,Psychic,Rock,Steel,Water
335,Zangoose,73,115,60,60,60,90,458,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
336,Seviper,73,100,60,100,60,65,458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
337,Lunatone,90,55,65,95,85,70,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
338,Solrock,90,95,85,55,65,70,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
339,Barboach,50,48,43,46,41,60,288,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
340,Whiscash,110,78,73,76,71,60,468,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
341,Corphish,43,80,65,50,35,35,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
342,Crawdaunt,63,120,85,90,55,55,468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
343,Baltoy,40,40,55,40,70,55,300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
344,Claydol,60,70,105,70,120,75,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
345,Lileep,66,41,77,61,87,23,355,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
346,Cradily,86,81,97,81,107,43,495,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
347,Anorith,45,95,50,40,50,75,355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
348,Armaldo,75,125,100,70,80,45,495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
349,Feebas,20,15,20,10,55,80,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
350,Milotic,95,60,79,100,125,81,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
351,Castform,70,70,70,70,70,70,420,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
351,Castform-Sunny,70,70,70,70,70,70,420,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
351,Castform-Rainy,70,70,70,70,70,70,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
351,Castform-Snowy,70,70,70,70,70,70,420,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
352,Kecleon,60,90,70,60,120,40,440,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
353,Shuppet,44,75,35,63,33,45,295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
354,Banette,64,115,65,83,63,65,455,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
354,Banette-Mega,64,165,75,93,83,75,555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
355,Duskull,20,40,90,30,90,25,295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
356,Dusclops,40,70,130,60,130,25,455,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
357,Tropius,99,68,83,72,87,51,460,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
358,Chimecho,75,50,80,95,90,65,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
359,Absol,65,130,60,75,60,75,465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,Absol-Mega,65,150,60,115,60,115,565,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,Wynaut,95,23,48,23,48,23,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
361,Snorunt,50,50,50,50,50,50,300,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
362,Glalie,80,80,80,80,80,80,480,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
362,Glalie-Mega,80,120,80,120,80,100,580,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
363,Spheal,70,40,50,55,50,25,290,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
364,Sealeo,90,60,70,75,70,45,410,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
365,Walrein,110,80,90,95,90,65,530,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
366,Clamperl,35,64,85,74,55,32,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
367,Huntail,55,104,105,94,75,52,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
368,Gorebyss,55,84,105,114,75,52,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
369,Relicanth,100,90,130,45,65,55,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
370,Luvdisc,43,30,55,40,65,97,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
371,Bagon,45,75,60,40,30,50,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,Shelgon,65,95,100,60,50,50,420,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,Salamence,95,135,80,110,80,100,600,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
373,Salamence-Mega,95,145,130,120,90,120,700,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
374,Beldum,40,55,80,35,60,30,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
375,Metang,60,75,100,55,80,50,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
376,Metagross,80,135,130,95,90,70,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
376,Metagross-Mega,80,145,150,105,110,110,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
377,Regirock,80,100,200,50,100,50,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
378,Regice,80,50,100,100,200,50,580,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
379,Registeel,80,75,150,75,150,50,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
380,Latias,80,80,90,110,130,110,600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
380,Latias-Mega,80,100,120,140,150,110,700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
381,Latios,80,90,80,130,110,110,600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
381,Latios-Mega,80,130,100,160,120,110,700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
382,Kyogre,100,100,90,150,140,90,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
382,Kyogre-Primal,100,150,90,180,160,90,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
383,Groudon,100,150,140,100,90,90,670,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
383,Groudon-Primal,100,180,160,150,90,90,770,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
384,Rayquaza,105,150,90,150,90,95,680,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
384,Rayquaza-Mega,105,180,100,180,100,115,780,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
385,Jirachi,100,100,100,100,100,100,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
386,Deoxys,50,150,50,150,50,150,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
386,Deoxys-Attack,50,180,20,180,20,150,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
386,Deoxys-Defense,50,70,160,70,160,90,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
386,Deoxys-Speed,50,95,90,95,90,180,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
387,Turtwig,55,68,64,45,55,31,318,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
388,Grotle,75,89,85,55,65,36,405,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
389,Torterra,95,109,105,75,85,56,525,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
390,Chimchar,44,58,44,58,44,61,309,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
391,Monferno,64,78,52,78,52,81,405,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
392,Infernape,76,104,71,104,71,108,534,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
393,Piplup,53,51,53,61,56,40,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
394,Prinplup,64,66,68,81,76,50,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
395,Empoleon,84,86,88,111,101,60,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
396,Starly,40,55,30,30,30,60,245,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
397,Staravia,55,75,50,40,40,80,340,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
398,Staraptor,85,120,70,50,60,100,485,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
399,Bidoof,59,45,40,35,40,31,250,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
400,Bibarel,79,85,60,55,60,71,410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
401,Kricketot,37,25,41,25,41,25,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,Kricketune,77,85,51,55,51,65,384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,Shinx,45,65,34,40,34,45,263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Luxio,60,85,49,60,49,60,363,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Luxray,80,120,79,95,79,70,523,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Budew,40,30,35,50,70,55,280,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
407,Roserade,60,70,65,125,105,90,515,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
408,Cranidos,67,125,40,30,30,58,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
409,Rampardos,97,165,60,65,50,58,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
410,Shieldon,30,42,118,42,88,30,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
411,Bastiodon,60,52,168,47,138,30,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
412,Burmy,40,29,45,29,45,36,224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Burmy-Sandy,40,29,45,29,45,36,224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Burmy-Trash,40,29,45,29,45,36,224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Wormadam,60,59,85,79,105,36,424,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
413,Wormadam-Sandy,60,79,105,59,85,36,424,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
413,Wormadam-Trash,60,69,95,69,95,36,424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
414,Mothim,70,94,50,94,50,66,424,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
415,Combee,30,30,42,30,42,70,244,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
416,Vespiquen,70,80,102,80,102,40,474,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
417,Pachirisu,60,45,70,45,90,95,405,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,Buizel,55,65,35,60,30,85,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
419,Floatzel,85,105,55,85,50,115,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
420,Cherubi,45,35,45,62,53,35,275,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
421,Cherrim,70,60,70,87,78,85,450,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
421,Cherrim-Sunshine,70,60,70,87,78,85,450,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
422,Shellos,76,48,48,57,62,34,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
422,Shellos-East,76,48,48,57,62,34,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
423,Gastrodon,111,83,68,92,82,39,475,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
423,Gastrodon-East,111,83,68,92,82,39,475,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
424,Ambipom,75,100,66,60,66,115,482,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
425,Drifloon,90,50,34,60,44,70,348,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
426,Drifblim,150,80,44,90,54,80,498,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
427,Buneary,55,66,44,44,56,85,350,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
428,Lopunny,65,76,84,54,96,105,480,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
428,Lopunny-Mega,65,136,94,54,96,135,580,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
429,Mismagius,60,60,60,105,105,105,495,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
430,Honchkrow,100,125,52,105,52,71,505,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
431,Glameow,49,55,42,42,37,85,310,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
432,Purugly,71,82,64,64,59,112,452,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
433,Chingling,45,30,50,65,50,45,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
434,Stunky,63,63,47,41,41,74,329,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
435,Skuntank,103,93,67,71,61,84,479,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
436,Bronzor,57,24,86,24,86,23,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
437,Bronzong,67,89,116,79,116,33,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
438,Bonsly,50,80,95,10,45,10,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
439,Mime Jr.,20,25,45,70,90,60,310,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
440,Happiny,100,5,5,15,65,30,220,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
441,Chatot,76,65,45,92,42,91,411,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
442,Spiritomb,50,92,108,92,108,35,485,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
443,Gible,58,70,45,40,45,42,300,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
444,Gabite,68,90,65,50,55,82,410,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
445,Garchomp,108,130,95,80,85,102,600,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
445,Garchomp-Mega,108,170,115,120,95,92,700,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
446,Munchlax,135,85,40,40,85,5,390,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
447,Riolu,40,70,40,35,40,60,285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
448,Lucario,70,110,70,115,70,90,525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
448,Lucario-Mega,70,145,88,140,70,112,625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
449,Hippopotas,68,72,78,38,42,32,330,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
450,Hippowdon,108,112,118,68,72,47,525,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
451,Skorupi,40,50,90,30,55,65,330,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
452,Drapion,70,90,110,60,75,95,500,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
453,Croagunk,48,61,40,61,40,50,300,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
454,Toxicroak,83,106,65,86,65,85,490,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
455,Carnivine,74,100,72,90,72,46,454,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
456,Finneon,49,49,56,49,61,66,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
457,Lumineon,69,69,76,69,86,91,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
458,Mantyke,45,20,50,60,120,50,345,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
459,Snover,60,62,50,62,60,40,334,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
460,Abomasnow,90,92,75,92,85,60,494,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
460,Abomasnow-Mega,90,132,105,132,105,30,594,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
461,Weavile,70,120,65,45,85,125,510,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
462,Magnezone,70,70,115,130,90,60,535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463,Lickilicky,110,85,95,80,95,50,515,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
464,Rhyperior,115,140,130,55,55,40,535,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
465,Tangrowth,100,100,125,110,50,50,535,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
466,Electivire,75,123,67,95,85,95,540,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,Magmortar,75,95,67,125,95,83,540,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
468,Togekiss,85,50,95,120,115,80,545,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
469,Yanmega,86,76,86,116,56,95,515,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
470,Leafeon,65,110,130,60,65,95,525,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
471,Glaceon,65,60,110,130,95,65,525,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
472,Gliscor,75,95,125,45,75,95,510,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
473,Mamoswine,110,130,80,70,60,80,530,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
474,Porygon-Z,85,80,70,135,75,90,535,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
475,Gallade,68,125,65,65,115,80,518,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
475,Gallade-Mega,68,165,95,65,115,110,618,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
476,Probopass,60,55,145,75,150,40,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
477,Dusknoir,45,100,135,65,135,45,525,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
478,Froslass,70,80,70,80,70,110,480,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
479,Rotom,50,50,77,95,77,91,440,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
479,Rotom-Heat,50,65,107,105,107,86,520,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
479,Rotom-Wash,50,65,107,105,107,86,520,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
479,Rotom-Frost,50,65,107,105,107,86,520,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
479,Rotom-Fan,50,65,107,105,107,86,520,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
479,Rotom-Mow,50,65,107,105,107,86,520,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
480,Uxie,75,75,130,75,130,95,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
481,Mesprit,80,105,105,105,105,80,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
482,Azelf,75,125,70,125,70,115,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
483,Dialga,100,120,120,150,100,90,680,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
483,Dialga-Origin,100,100,120,150,120,90,680,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
484,Palkia,90,120,100,150,120,100,680,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
484,Palkia-Origin,90,100,100,150,120,120,680,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
485,Heatran,91,90,106,130,106,77,600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
486,Regigigas,110,160,110,80,110,100,670,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
487,Giratina,150,100,120,100,120,90,680,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
487,Giratina-Origin,150,120,100,120,100,90,680,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
488,Cresselia,120,70,110,75,120,85,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
489,Phione,80,80,80,80,80,80,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
490,Manaphy,100,100,100,100,100,100,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
491,Darkrai,70,90,90,135,90,125,600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,Shaymin,100,100,100,100,100,100,600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
492,Shaymin-Sky,100,103,75,120,75,127,600,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
493,Arceus,120,120,120,120,120,120,720,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
493,Arceus-Bug,120,120,120,120,120,120,720,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Arceus-Dark,120,120,120,120,120,120,720,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Arceus-Dragon,120,120,120,120,120,120,720,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Arceus-Electric,120,120,120,120,120,120,720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Arceus-Fairy,120,120,120,120,120,120,720,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Arceus-Fighting,120,120,120,120,120,120,720,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
493,Arceus-Fire,120,120,120,120,120,120,720,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
493,Arceus-Flying,120,120,120,120,120,120,720,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
493,Arceus-Ghost,120,120,120,120,120,120,720,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
493,Arceus-Grass,120,120,120,120,120,120,720,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
493,Arceus-Ground,120,120,120,120,120,120,720,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
493,Arceus-Ice,120,120,120,120,120,120,720,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
493,Arceus-Poison,120,120,120,120,120,120,720,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
493,Arceus-Psychic,120,120,120,120,120,120,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
493,Arceus-Rock,120,120,120,120,120,120,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
493,Arceus-Steel,120,120,120,120,120,120,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
493,Arceus-Water,120,120,120,120,120,120,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
494,Victini,100,100,100,100,100,100,600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
495,Snivy,45,45,55,45,55,63,308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
496,Servine,60,60,75,60,75,83,413,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
497,Serperior,75,75,95,75,95,113,528,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
498,Tepig,65,63,45,45,45,45,308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
499,Pignite,90,93,55,70,55,55,418,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
500,Emboar,110,123,65,100,65,65,528,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
501,Oshawott,55,55,45,63,45,45,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
502,Dewott,75,75,60,83,60,60,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,Samurott,95,100,85,108,70,70,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,Samurott-Hisui,90,108,80,100,65,85,528,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
504,Patrat,45,55,39,35,39,42,255,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
505,Watchog,60,85,69,60,69,77,420,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
506,Lillipup,45,60,45,25,45,55,275,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
507,Herdier,65,80,65,35,65,60,370,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
508,Stoutland,85,110,90,45,90,80,500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
509,Purrloin,41,50,37,50,37,66,281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,Liepard,64,88,50,88,50,106,446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,Pansage,50,53,48,53,48,64,316,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
512,Simisage,75,98,63,98,63,101,498,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
513,Pansear,50,53,48,53,48,64,316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
514,Simisear,75,98,63,98,63,101,498,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
515,Panpour,50,53,48,53,48,64,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
516,Simipour,75,98,63,98,63,101,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
